Date,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DDOG,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM,ZS
2014-09-30,-0.017073131012147358,,-0.037691224297085046,-0.024756925858662737,0.0009548027974537465,0.027218476903159816,-0.027746825890519244,-0.05104661817905709,-0.06490738151426145,-0.18225419102119078,0.007748901130703256,-0.04896177089087994,-0.06924974995669164,0.028089668326170436,0.06368433516539662,-0.06012358436508314,-0.03565185016816075,-0.06889770113724702,-0.05901052646385885,-0.02382303438950828,,-0.03506087952569448,-0.013084593947197187,0.03501798735787509,-0.090328219075968,,0.014879200656666258,0.07454227916494105,0.03720476171752751,0.06728161292473533,-0.020992791781052067,,0.04549689685088665,-0.09524884642089493,-0.05893240374738817,0.020360175460276464,0.06463067133118172,0.0200477057954751,-0.13398956155910335,-0.008391977554810803,-0.020922176428079697,,,-0.010319788044171552,0.010077009332185138,0.010388755093108104,-0.022156703229682218,-0.049528106228840185,-0.08608386702087878,-0.0028636113606251845,0.053739043766306116,-0.017425158872882207,-0.1911028183740091,0.028817672047106724,,0.030882369566703538,,0.041403174484885064,0.05209110945305473,0.007204827873932951,-0.032766674136105234,-0.04894645334311565,-0.053385864189462895,0.05640204808761906,0.03687363870026639,,-0.026747981858047165,0.0204707895795051,0.050920325253506205,-0.05539735435513471,-0.05141388016648707,-0.0013136162691239628,0.05954704221620233,-0.0840164579168744,-0.0360302299725942,0.15425347162026126,0.061224093099798926,-0.09441161650224072,,0.013666909432092478,,-0.01747719309705653,0.02870512413364379,0.00477344352559661,-0.03020159100929065,-0.15519196266398494,-0.0385675771790811,-0.029339870859911077,,-0.040226052185073025,-0.10018534591858141,,-0.010170257531812443,-0.05141006755736477,0.2002778446605693,-0.020654086154801465,-0.1354071779128685,-0.09410343388099607,-0.04231175384880703,,
2014-10-31,0.07195993324586625,,0.013441252671776649,0.002626606414736221,0.1211772866369214,0.044283167132068924,0.11741032409899677,0.0181888278087885,0.022212222580699992,-0.17888566514971393,0.15463435780844215,-0.05266095960625472,0.03819214298374973,0.008702709614478499,-0.008620985905892553,0.020996718659895164,-0.029412687216639255,0.04111067573187355,-0.18334626257258424,0.042998356643403124,,0.04637645833988557,0.02919307775162938,0.06423586025932893,0.06768834458945117,,-0.0278107082006539,0.03568209817670631,0.11135361052638215,0.03754093007864712,0.09113239738669643,,0.08025682226667441,0.12403097965218235,0.15051933423465158,-0.07292956015004115,0.0020013800602793896,0.07333550653254362,-0.08478190218914594,-0.013362360125889872,0.030866668063024072,,,0.05213707837793291,-0.031661342814018,-0.03490764719058215,0.03221663720437418,0.2023253498041402,0.1748414103358562,-0.023262311724848495,0.007160229755786673,0.07357850978799219,-0.07474827252786176,0.07681548055087029,,0.004696536471796353,,0.042302615855275505,-0.008569312307488808,0.08369117013305849,-0.08723239632210444,0.028888498683525388,0.25310623447255653,-0.05123991655928983,0.10046913038194272,,-0.002967323692275037,0.012726372322985346,-0.03415077430614111,-0.12946050213111693,0.05907831430337729,0.0033612541868022205,0.03156865081044291,-0.07270689586569368,0.16972601868095505,0.07747195001836782,0.07083692607522396,0.14838230278565812,,0.033086188251646,,0.050020177403689914,0.09208924114821326,0.06800744110504375,0.0013245898983751392,-0.01371710952244054,-0.017191862348900022,0.032241782234215366,,0.011084173108264483,-0.004038300546751472,,0.04865968220615802,0.023977868829785143,0.002938312155892575,0.08351617618638185,-0.0648148363065939,0.1573333740234375,0.10098687049858102,,
2014-11-30,0.10597898390142779,,0.050770071579429255,0.10116876523770713,0.04719978313291273,0.07751127934495927,-0.0047113812687736845,0.08133794528453886,0.09359246820868039,-0.003571425226269853,0.02319468145008874,0.10862302551854675,0.06313644652004036,0.06019250285995992,0.08289848035888481,0.016862961077836136,-0.04170295468679319,-0.03815257792721427,0.07628395919360198,0.05125348396605234,,0.07140600796878926,0.030532907928706,0.06837387868990064,0.08672253723008927,,0.1295460005622635,0.05692469175343118,0.028481057659661024,0.023124215952281757,0.10522010105292612,,0.1286115396198857,0.14482754640797668,0.07224808697535234,0.045333394310030695,-0.30026631767182577,-0.0032499411560702463,-0.17592046588553845,0.026339600679050168,0.0579654594174972,,,-0.10428592340906562,-0.03085424087421995,-0.03308852103712856,0.036251364236888906,0.05421054587303442,-0.008775586381439826,0.10244765927144805,0.06658344613703848,0.04431217801374432,-0.015487582424840829,0.06859207547902724,,0.09809384591739234,,0.06139177592156608,0.15702273376308296,0.042834590573637144,0.05588178535290167,0.11174103514321798,0.03518198994078037,0.03613814057437059,0.11171693252512283,,0.06547627284638402,0.024740201468793188,0.08643090025014755,-0.11757520956699685,0.07772515989075135,0.13326503442855842,0.11211738427397466,0.08926414650462267,0.0390038686598988,0.16367075792043195,0.010012744309133126,0.029430759891770908,,0.04086515669993407,,-0.06602780553238308,0.056867784368182184,0.1333005424951803,0.07921508470601624,-0.006272144906489419,0.05830900689564689,0.058809172140869004,,0.0,0.011667339604856775,,0.09585176965727049,-0.0059344311692266505,0.046519867650594904,0.07373996499919633,-0.012729758632708865,-0.08829074160860517,0.01404204548298904,,
2014-12-31,-0.0718910921493513,,-0.013300805549328332,0.022960898183047362,-0.02087885367006781,-0.03129030043079006,0.05508278760793073,-0.0173989745504054,0.03617497961428051,-0.043010712257996575,-0.03641660848907824,-0.08354000408234807,-0.018199194254787998,0.02034451912322166,0.08086745627554826,-0.05109882096354146,0.10322080507530651,-0.01722130123325538,-0.016315833126978263,0.005299335965750718,,-0.018149687014986093,0.017005657509449712,-0.002603247821695298,0.0041277249655768955,,0.006512432759703035,0.07852706881410887,-0.007125065168278932,0.07231738320478764,-0.0246341854983243,,0.029549394748842772,0.06976292686470575,0.07033910931689591,0.02259485960982155,0.3596574358375011,0.025159070069815215,0.05992900510660015,0.052212311076636375,0.11248183529013622,,,-0.06040625883301409,-0.02847758668123701,-0.033547006305421845,0.008579522208662427,-0.007231347753050121,-0.03305567383712782,-0.02577181390154415,-0.017897104880867376,0.021573297092050803,-0.01615646897179368,-0.025744454668834793,,0.012672788309636696,,-0.037877701320478185,0.1577091202614418,-0.009646096161857853,-0.0008860777377652784,-0.06951798295746059,-0.0929932142411688,0.004118400352542739,-0.033883285779724215,,0.01657457258884998,-0.02844603390009337,-0.02614748964912106,-0.014368506393698688,-0.043872320633970285,-0.018120917350239907,-0.0419545554516465,0.12181621417476918,0.05406582755297684,-0.0034959374404535115,-0.02615457958909939,0.02998135425411852,,-0.049140488451407394,,0.019615927795501475,-0.014082779932838019,0.032666260704368844,0.010343148413409775,-0.11827655655932723,-0.035812491627494,0.001843785023739164,,-0.07708120453225442,-0.0904219962270345,,-0.01745643899960636,0.0333980530495952,0.007804596367287031,0.1106254012428669,-0.012894004105007517,-0.062492846073443076,0.06732006270419699,,
2015-01-31,0.06142412819115006,,-0.03535075381989217,-0.06141915345899607,-0.010075743689399452,-0.10073264924113501,0.034420118195753746,-0.05115365083450174,-0.08346748281984007,-0.03745323602760009,-0.044133242584443955,0.14235538228773414,-0.0162195345250572,-0.03607524733322198,0.02276583138226873,0.00937762953129595,0.14644274463822948,-0.11465430486264261,0.03424303520601413,-0.05166049434416309,,-0.09302605001937803,-0.08016993949652373,0.008747649124592582,0.003014436574257706,,-0.04560236951752572,0.004792209317869611,-0.08087212403315269,0.0033142104308900855,0.027915085544596208,,0.010230196771827238,0.08592188206702134,0.1667378100489043,-0.05559540606519886,-0.13296008562647288,-0.02804721933025278,0.1540648296406828,-0.06064886028781402,-0.02478798942684357,,,0.11213657953182343,0.015425523334048785,0.01298381546487093,-0.021617037147243834,0.06845615164232921,0.05748185342452672,-0.0895564602099651,-0.05556826341433674,-0.06514915074123939,0.07346585338446787,0.0779856007449371,,-0.12585308060306477,,-0.036551692848411754,0.1873094959088586,-0.04523922675947889,-0.00022184125432977986,-0.030002780858713884,-0.029215912057795057,-0.02704425880213812,0.07937246448925084,,0.06827589631196318,-0.1302473918606345,-0.1639530263149156,0.29328761146132853,-0.04239374769580895,0.038481851804908596,-0.09685726831161134,-0.01184599054327895,-0.02730762454664082,0.03116589311440454,-0.011698662437059415,-0.11615962902384802,,-0.008249083069174268,,-0.15969351789197483,0.015624628061205126,-0.027052929941068116,0.06678891961661249,-0.030189890708273937,0.014285397900668073,-0.011042087157976055,,0.12026726437998803,-0.08457357946114596,,0.005863456507338549,0.004683925214488571,-0.07289565184890157,-0.03215250597408936,-0.15849059131792642,-0.02634482918514025,0.044822167904556176,,
2015-02-28,0.10077685064093989,,0.12790534110944862,0.13098233916795943,0.07645741649165139,0.18940936604617042,-0.07542007541782492,0.08105559470124524,0.10132262209152221,0.2101167221322302,0.04134367794203486,0.07229288887602481,0.06569980379394758,0.035982305895550404,0.2404740136430441,-0.002908123865934198,0.05249766801194644,0.22585886239579378,0.07794441376372885,0.020567028568138745,,0.1950768391930371,0.1172156036899874,0.06436378311578372,0.022404364180616643,,0.11907453070712326,0.07939949789314005,0.03498557517914791,0.06073725297311783,0.15444287892068886,,0.12067513382827477,0.01605893139466552,0.04228926950765599,0.09264174784968349,0.11218719541017119,-0.050412937156213866,0.03217861029844937,-0.06418922671819893,0.12408028438631824,,,-0.012401285495793335,0.04467560475508514,0.046656113297961266,0.05659351483859032,-0.010036588538493652,0.0013832894568561738,0.013574164412361922,0.12451063087115188,0.011163266187471876,0.11392916567815314,0.019671703151899367,,0.0651016231487711,,0.0787547253542149,0.033212630564410484,0.11815512640066905,0.14486719774594592,0.0482404024900247,0.056720814558337995,0.04031086037374476,0.20666953250078013,,0.0406715311920669,0.09312041548580496,0.047830591526147215,0.07494340747986517,0.15338189760624465,0.07007806932414606,0.11409017233915275,0.2737262446021178,0.11085612833475511,0.12524720152167745,0.10119307306080949,0.06927106498576618,,0.05544930598337183,,0.16090310792020968,-0.006768125808652492,0.15374547835302765,0.07198927153557344,0.1633504549907956,0.09577486858937845,0.07955333880943649,,0.09443331410676192,-0.001276991507778158,,0.10009327167957016,0.11592829729780152,0.0843472032595678,0.13129057746904893,0.11417728499742985,0.0760131007440148,-0.059952452177320925,,
2015-03-31,-0.031371708541079624,,-0.06523383226616652,0.0761866694536939,-0.03044074584052392,-0.08717308001779078,-0.02309831921909611,-0.062074937285310994,-0.09940130707786943,-0.13826361506207507,0.01350498852719495,-0.021201593551299025,0.025822975330707765,-0.06175699781014787,-0.0020774353511301413,-0.006821479769462568,0.030884528454276028,-0.05925748877724113,0.019890939432395838,0.004357294174649917,,0.0692690702328409,-0.044737305469982114,0.030892601562896527,0.00400859254994268,,-0.05995638855171426,-0.006678018563991417,-0.03468369310427932,-0.022161096598387497,-0.0016002510574313344,,0.018448810430133022,0.026341758806508464,0.028681368713425304,-0.003971763260174566,-0.04281568679397041,-0.009139518770592492,0.07906206722559661,-0.002647365000154167,0.03986903364787664,,,-0.05215854407075782,-0.018624621027943378,-0.014094507237368048,0.01488657684097805,-0.014984416731992245,-0.05024049415179954,-0.05954900280394437,-0.006862786933855669,0.010059974363404,0.061799771440606444,0.002324257245054362,,-0.10267844602426157,,-0.14627632138032798,-0.06458219813951582,-0.03345346965144125,-0.04622587169104553,-0.018814619720210146,-0.06372415174556267,0.04115486830140713,-0.01927435766062402,,-0.08476125889119301,-0.07274799925553699,-0.11542227035064301,-0.1225916464754625,-0.05122363884829817,0.18209670034198644,-0.010496878721177771,-0.05019610535864738,0.03896603286449696,0.02714105386552723,-0.0044143419323834365,-0.014207561109925604,,-0.02747280250701012,,-0.038146769787473556,0.09095306152502802,-0.0020219813403962172,0.01294261879490577,-0.024827628300107762,-0.01799493092962401,-0.0019392405275543423,,-0.0405691022206055,-0.07165333192256695,,-0.027380980524264853,-0.005709444921957796,-0.01222472645685313,0.01925857010214016,-0.04767798899548392,-0.012748495180007313,-0.00407048818988498,,
2015-04-30,0.005786212852151307,,0.028671829147794314,-0.01841251967701396,-0.012844296022039181,-0.030866261552404906,0.011022149315425223,0.0938836057093797,-0.12278354742069741,-0.15671644247462468,-0.012136226985976495,0.13351256225666064,-0.026647080603915185,0.06745202063733813,-0.07954012602962823,0.000730606237481668,-0.11441360050188065,0.06327366115613997,0.07675379442264285,0.011388236355243109,,-0.03132930988885052,0.0228439207456701,-0.053192435282024664,-0.05323396370097733,,0.04722097377735146,0.03336196814690329,0.08967387695170204,-0.020580481776473203,-0.061708581647800576,,-0.05841032377871169,0.08389476306440491,-0.012410702811321839,0.010055452297461853,-0.047005299869847694,0.01219927374217189,0.07457046823873226,0.03536591299806169,0.07982834134610783,,,0.024253633691930565,-0.016760458961819436,-0.010690504890679686,-0.03249973163580111,-0.18843859260780393,-0.007487607165581278,0.04093411421026105,0.037420799497205115,-0.017919703277993637,0.1422737802723575,-0.049694337709856096,,0.008749681332633319,,0.0760254219729446,-0.005935602520202976,-0.00336141342062779,-0.025358211516491536,0.06317550920450477,0.1616878476944541,-0.04196064858203874,-0.009320815503965463,,-0.046938787449258945,0.19626139844794932,0.03685955097345839,0.3355252394425443,0.06067846819579903,-0.04224801346807994,-0.07981890822852122,-0.04872000129151599,0.007352924054290666,0.011226773283905311,-0.02478823269661279,0.03500146683259886,,-0.005229013597716103,,-0.019324908090443627,0.013245282898983302,-0.06150319356294709,0.047096094309628134,-0.028571382323328787,0.03403145257924556,0.012089839744830355,,0.07415596204993058,0.1974889322354232,,-0.04627067288695208,0.05098029964626827,0.045011422426448844,-0.020665682015871156,0.05201561669584831,0.0805591177271292,-0.02585490174528171,,
2015-05-31,0.04533934844274112,,0.03983695604200732,0.10558021748182145,0.01147363246804578,-0.04715819494679829,-0.000724182492527703,0.031101257845203012,0.02224322711922766,0.008849549119871458,-0.005571542523276407,0.017663210846626143,0.03681271897625327,0.04914063937230417,0.2668552467126535,-0.013580708886673842,0.06166929107125174,-0.053134177634628355,-0.05842853626579081,0.0611260761562904,,-0.04298082642503187,0.012119095233640964,-0.0032158052025351713,-0.02727020604513164,,0.01664943434780164,0.02191458870201779,-0.05078146780871107,0.07679779251145957,0.10556875168708624,,-0.0185840299736042,0.061417811819182155,0.080392331772553,0.05320992079027986,-0.24661889443576168,0.003660939077611447,-0.05764842061986308,-0.02604431338062496,0.06147326891146121,,,0.11700311163955579,-0.009733178494518602,-0.006286739670766983,0.03753469017864819,0.08159849352170889,0.11848033558238646,0.0663344392365699,0.03807463864020444,-0.016593471136364557,0.0035755120658007566,0.02762128889193738,,0.02331544289390486,,0.0882505159308018,-0.060496519658159054,-0.02271388351392889,0.0384336315082654,0.08391999194802824,0.019672278733392723,0.0053320530181437675,-0.07169429894611024,,-0.0014275195832930132,-0.03033413992495293,-0.007109775638431626,0.12140161286360063,0.0014608742271327024,0.16781114089930593,-0.043863089966358126,0.1510416407965962,0.007804236946023169,0.14737335558005205,0.029059222260064077,-0.02417814078959324,,0.01377184799257325,,0.024705814380392876,0.1204477050075019,-0.022350508227526045,0.05133739005336824,0.2548048911217198,-0.022784892813183077,0.06420644737528414,,0.14218561154933518,0.10948902799891669,,0.03154384758343598,-0.032782555631750476,0.04063915117167638,0.039156369233013244,0.04882564853388782,-0.13474400875878922,0.0041284032232213885,,
2015-06-30,-0.037227587742853396,,0.024276215542318846,-0.05547366460065151,-0.056186070671356836,-0.07516158042727139,-0.0589803421086188,0.033624542230026755,-0.045205814915994735,0.052631633983975634,-0.017534542930410457,0.011322602269977278,0.02516851532325326,-0.07275163246430572,-0.09971270902578266,-0.05684685433390835,0.01750676938460871,-0.01763595376984406,-0.04028598105570902,-0.006569027897984303,,-0.04340299456498342,0.03295241119750103,-0.05280855886640945,0.02543355800357694,,-0.06311854765585978,-0.03661870037901371,-0.04196011731925109,-0.017423603961578604,-0.05608764871798211,,0.053340446912221395,0.11517013379311103,0.059592446780013075,-0.018252969155422405,-0.19640972344956176,-0.07123870123502052,-0.03122950137547731,0.016140706385453507,0.03170240981308492,,,0.046620900803224785,-0.021800001491152354,-0.009682385818437278,-0.021401090819498925,-0.05398235246855909,0.05958850286387363,-0.11723733532965441,-0.03245338574636636,-0.0066632420030255934,0.012470354913608706,-0.04259285033302018,,-0.05782752004113989,,-0.007373377326753694,0.09215591322728223,-0.046160025630113455,-0.034602014252090196,-0.00719527537921294,-0.02296115281917277,0.08309122362420407,0.05295410063176287,,-0.05309321018074831,-0.05783180891521189,-0.3254564625473272,0.05268724964177074,-0.09127854350993203,-0.12516707749912304,0.008822081263728743,-0.11840125349914321,0.029380936473865082,0.030739294146180596,-0.0512041945419337,0.003933004633064341,,-0.024906837866306986,,-0.09494209290871247,-0.004740894114553806,0.008110307394691985,0.03194774237110476,0.12323047933366293,-0.033678727134172304,0.015233556735383624,,-0.002829266466033209,0.0696173153496511,,-0.07886271313255644,0.002480294928668858,-0.037493102977028125,-0.016308729887352436,-0.02003536631379399,-0.03205776530659399,-0.04552099580734925,,
